[31.0, 179.48715209960938, 179.42356872558594, 37.10541915893555]
[32.0, 156.31472778320312, 148.9695587158203, 54.91482162475586]
[32.0, 159.29168701171875, 164.1834716796875, 97.35894775390625]
[33.0, 170.11122131347656, 178.02859497070312, 94.42686462402344]
[33.0, 160.39869689941406, 158.884033203125, 73.87237548828125]
[34.0, 151.70343017578125, 150.9105682373047, 192.06069946289062]
[34.0, 166.71165466308594, 169.93917846679688, 15.028787612915039]
[35.0, 174.92820739746094, 181.8245849609375, 101.70845031738281]
[35.0, 149.75494384765625, 140.54356384277344, 79.13067626953125]
[36.0, 165.79537963867188, 164.8753662109375, 81.15769958496094]
[36.0, 174.85340881347656, 180.19772338867188, 99.0942611694336]
[37.0, 150.10275268554688, 143.26995849609375, 180.1603240966797]
[37.0, 162.48182678222656, 162.3733673095703, 15.73936939239502]
[38.0, 167.2314910888672, 175.3433380126953, 93.39839172363281]
[38.0, 155.99684143066406, 159.67315673828125, 55.404747009277344]
[39.0, 155.4657745361328, 155.37600708007812, 92.97578430175781]
[39.0, 164.49014282226562, 168.97802734375, 89.12368774414062]
[40.0, 164.99130249023438, 171.25189208984375, 218.9617919921875]
[40.0, 144.4442901611328, 143.0418243408203, -13.196236610412598]
[41.0, 160.48471069335938, 161.71141052246094, 86.7525863647461]
[41.0, 166.97718811035156, 173.83990478515625, 119.67118835449219]
[42.0, 145.93276977539062, 144.15631103515625, 56.089149475097656]
[42.0, 165.09226989746094, 162.22377014160156, 76.7146987915039]
[43.0, 164.39291381835938, 169.08274841308594, 220.03887939453125]
[43.0, 152.5710906982422, 153.67062377929688, -0.3235013484954834]
[44.0, 152.4962921142578, 152.8291473388672, 62.21510696411133]
[44.0, 164.45274353027344, 160.3014678955078, 93.19269561767578]
[45.0, 162.69873046875, 170.31317138671875, 89.95020294189453]
[45.0, 145.8729248046875, 143.73744201660156, 47.5771369934082]
[46.0, 154.0221710205078, 155.9669189453125, 202.02378845214844]
[46.0, 171.5286407470703, 176.42042541503906, 32.927947998046875]
[47.0, 145.98886108398438, 144.28721618652344, 50.49052047729492]
[47.0, 159.41136169433594, 158.379150390625, 102.66586303710938]
[48.0, 167.16043090820312, 168.87330627441406, 94.18376922607422]
[48.0, 156.0454559326172, 155.4246368408203, 71.392822265625]
[49.0, 150.03543090820312, 146.06365966796875, 190.4375762939453]
[49.0, 161.58424377441406, 162.3172607421875, 17.665416717529297]
[50.0, 167.52320861816406, 169.9578857421875, 89.13116455078125]
[50.0, 145.72332763671875, 145.8878936767578, 75.7348403930664]
[51.0, 157.94906616210938, 158.18841552734375, 83.81676483154297]
[51.0, 167.6540985107422, 176.2222137451172, 95.7657470703125]
[52.0, 139.6011199951172, 136.65782165527344, 190.6844024658203]
[52.0, 150.67495727539062, 156.02674865722656, 15.298060417175293]
[53.0, 163.87306213378906, 171.6520538330078, 89.9838638305664]
[53.0, 153.10589599609375, 154.75518798828125, 95.21224212646484]
[54.0, 154.2353515625, 146.5947265625, 55.77873611450195]
[54.0, 162.35092163085938, 161.46083068847656, 77.68333435058594]
[55.0, 164.153564453125, 160.1593475341797, 221.29922485351562]
[55.0, 147.42124938964844, 135.2852783203125, -15.372859001159668]
[56.0, 156.70367431640625, 158.70079040527344, 78.01244354248047]
[56.0, 166.8126220703125, 171.83531188964844, 113.15628051757812]
[57.0, 143.19142150878906, 137.12904357910156, 52.831695556640625]
[57.0, 155.4508056640625, 154.84495544433594, 74.11920928955078]
[58.0, 161.23269653320312, 166.03099060058594, 213.84561157226562]
[58.0, 152.66458129882812, 149.7025909423828, -4.299015045166016]
[59.0, 147.1893768310547, 145.75698852539062, 54.33513641357422]
[59.0, 155.65277099609375, 155.21145629882812, 100.6201400756836]
[60.0, 163.90298461914062, 165.14837646484375, 94.47174072265625]
[60.0, 142.54815673828125, 142.66783142089844, 55.76751708984375]
[61.0, 152.20831298828125, 161.25514221191406, 203.1046142578125]
[61.0, 169.8195037841797, 171.689453125, 31.054258346557617]
[62.0, 146.5498504638672, 143.81597900390625, 51.4105339050293]
[62.0, 150.7123565673828, 153.64817810058594, 88.72351837158203]
[63.0, 164.50885009765625, 166.4386444091797, 94.9392318725586]
[63.0, 154.36997985839844, 154.0595703125, 71.74063110351562]
[64.0, 150.2897491455078, 144.9491729736328, 182.8081817626953]
[64.0, 164.84544372558594, 163.3008575439453, 30.04448699951172]
[65.0, 167.39605712890625, 168.1776885986328, 84.3814926147461]
[65.0, 146.66204833984375, 139.5487518310547, 77.45146179199219]
[66.0, 158.07247924804688, 155.21145629882812, 80.82110595703125]
[66.0, 167.6728057861328, 173.1891632080078, 100.69867706298828]
[67.0, 143.60655212402344, 138.25848388671875, 177.48629760742188]
[67.0, 153.81272888183594, 152.62344360351562, 9.680730819702148]
[68.0, 161.4757843017578, 164.8641357421875, 87.83341979980469]
[68.0, 152.36538696289062, 158.3529815673828, 92.04828643798828]
[69.0, 148.95460510253906, 143.8047637939453, 58.07877731323242]
[69.0, 158.22581481933594, 162.42945861816406, 81.20631408691406]
[70.0, 157.12254333496094, 164.50885009765625, 216.7589874267578]
[70.0, 145.71585083007812, 138.38565063476562, -12.126626014709473]
[71.0, 158.3941192626953, 162.34718322753906, 80.69395446777344]
[71.0, 164.35177612304688, 168.37216186523438, 119.39817810058594]
[72.0, 144.17501831054688, 138.9690704345703, 54.95595932006836]
[72.0, 155.0394287109375, 157.97525024414062, 77.65715026855469]
[73.0, 164.03762817382812, 167.65036010742188, 219.4666748046875]
[73.0, 152.63841247558594, 151.2583770751953, 4.145678997039795]
[74.0, 150.2860107421875, 148.68533325195312, 52.68210220336914]
[74.0, 159.5796661376953, 164.95016479492188, 105.94949340820312]
[75.0, 163.0802001953125, 169.58763122558594, 96.65958404541016]
[75.0, 142.66409301757812, 140.93252563476562, 58.02267837524414]
[76.0, 156.29977416992188, 159.03363037109375, 206.53036499023438]
[76.0, 165.10350036621094, 172.90118408203125, 31.256214141845703]
[77.0, 142.275146484375, 142.0208282470703, 45.303279876708984]
