[77.0, 153.86509704589844, 150.27853393554688, 93.7536849975586]
[78.0, 164.40786743164062, 169.63250732421875, 91.55461883544922]
[78.0, 153.1582489013672, 153.8164825439453, 76.475341796875]
[79.0, 148.0757293701172, 145.0838165283203, 180.0518798828125]
[79.0, 158.06126403808594, 165.08853149414062, 17.62053871154785]
[80.0, 161.5692901611328, 173.42103576660156, 85.80265808105469]
[80.0, 145.39048767089844, 140.5697479248047, 67.55194091796875]
[81.0, 158.4240264892578, 164.75942993164062, 79.5457992553711]
[81.0, 167.69149780273438, 171.95498657226562, 101.19982147216797]
[82.0, 143.4980926513672, 139.0102081298828, 175.3433380126953]
[82.0, 163.08395385742188, 158.95883178710938, 9.901385307312012]
[83.0, 167.52694702148438, 170.5562744140625, 93.80603790283203]
[83.0, 152.30555725097656, 151.24342346191406, 81.96925354003906]
[84.0, 148.05328369140625, 147.55213928222656, 60.46109390258789]
[84.0, 159.16453552246094, 161.79368591308594, 91.00111389160156]
[85.0, 155.77244567871094, 163.91046142578125, 211.0706024169922]
[85.0, 144.0216827392578, 142.9857177734375, -13.061600685119629]
[86.0, 160.93724060058594, 161.5655517578125, 75.11402130126953]
[86.0, 166.77896118164062, 169.4380340576172, 119.7347640991211]
[87.0, 148.86859130859375, 146.87147521972656, 64.56002044677734]
[87.0, 155.0730743408203, 155.31243896484375, 64.67595672607422]
[88.0, 165.57846069335938, 167.96826171875, 221.06735229492188]
[88.0, 153.36395263671875, 148.90599060058594, -0.09910734742879868]
[89.0, 151.77822875976562, 147.4137725830078, 62.394622802734375]
[89.0, 156.70367431640625, 158.69329833984375, 97.08219146728516]
[90.0, 159.25428771972656, 166.74905395507812, 87.76610565185547]
[90.0, 145.07632446289062, 141.089599609375, 45.92036056518555]
[91.0, 156.03424072265625, 160.01722717285156, 201.13743591308594]
[91.0, 168.8583526611328, 176.75328063964844, 29.3787841796875]
[92.0, 147.51473999023438, 139.96388244628906, 45.733367919921875]
[92.0, 152.193359375, 153.21435546875, 162.3322296142578]
[93.0, 160.69415283203125, 169.2323455810547, 45.026527404785156]
[93.0, 150.37576293945312, 151.14617919921875, 62.45446014404297]
[94.0, 148.2552490234375, 148.56939697265625, 134.48118591308594]
[94.0, 163.637451171875, 167.79248046875, 9.564794540405273]
[95.0, 164.81552124023438, 167.5792999267578, 83.77936553955078]
[95.0, 141.74034118652344, 141.3401641845703, 175.36204528808594]
[96.0, 161.72262573242188, 157.46661376953125, 17.216629028320312]
[96.0, 169.21737670898438, 176.41294860839844, 97.36268615722656]
[97.0, 145.5363311767578, 141.58700561523438, 181.17758178710938]
[97.0, 160.90731811523438, 162.13775634765625, 10.60822582244873]
[98.0, 171.4463653564453, 169.35202026367188, 91.91738891601562]
[98.0, 154.987060546875, 150.35333251953125, 87.32105255126953]
[99.0, 150.64877319335938, 148.81996154785156, 69.42189025878906]
[99.0, 159.72177124023438, 160.0284423828125, 86.84608459472656]
[100.0, 155.94447326660156, 161.80116271972656, 211.51565551757812]
[100.0, 148.06077575683594, 143.06051635742188, -5.5219621658325195]
[0.0, 160.35943603515625, 159.2655029296875, 81.06233215332031]
[1.0, 171.58660888671875, 177.71817016601562, 91.75470733642578]
[1.0, 149.4912872314453, 146.6096954345703, 83.45586395263672]
[2.0, 151.15553283691406, 152.7880096435547, 72.3072280883789]
[2.0, 164.33868408203125, 167.31002807617188, 227.32981872558594]
[3.0, 150.68804931640625, 151.94277954101562, -5.1274027824401855]
[3.0, 152.34107971191406, 151.0938262939453, 78.1900863647461]
[4.0, 161.0176544189453, 160.67919921875, 214.4570770263672]
[4.0, 168.40769958496094, 168.5142822265625, 22.809650421142578]
[5.0, 147.34457397460938, 142.944580078125, 52.98690414428711]
[5.0, 160.1724395751953, 160.65301513671875, 99.3504409790039]
[6.0, 170.344970703125, 175.35081481933594, 107.22293090820312]
[6.0, 144.84632873535156, 144.66119384765625, 59.13529968261719]
[7.0, 153.92306518554688, 160.97837829589844, 208.56674194335938]
[7.0, 170.30007934570312, 178.1295623779297, 34.32106018066406]
[8.0, 156.98977661132812, 154.32510375976562, 65.55670928955078]
[8.0, 153.35833740234375, 148.0345916748047, 84.48808288574219]
[9.0, 161.23831176757812, 165.4251251220703, 90.64395141601562]
[9.0, 172.09523010253906, 170.78440856933594, 99.6870346069336]
[10.0, 145.46340942382812, 139.5076141357422, 186.85662841796875]
[10.0, 163.81509399414062, 166.62188720703125, 16.8669490814209]
[11.0, 172.4131317138672, 175.2984619140625, 97.36455535888672]
[11.0, 145.4970703125, 145.6260986328125, 72.72235107421875]
[12.0, 162.34906005859375, 162.45938110351562, 83.46708679199219]
[12.0, 169.15567016601562, 173.35745239257812, 106.46746826171875]
[13.0, 152.5692138671875, 149.4669647216797, 178.90185546875]
[13.0, 151.61927795410156, 151.1761016845703, 17.125001907348633]
[14.0, 159.87698364257812, 163.36444091796875, 81.00623321533203]
[14.0, 167.6597137451172, 173.67160034179688, 108.9245834350586]
[15.0, 155.2956085205078, 149.3585205078125, 68.3130111694336]
[15.0, 160.42300415039062, 161.8572540283203, 84.68629455566406]
[16.0, 169.61941528320312, 178.98974609375, 228.6724395751953]
[16.0, 152.1017303466797, 149.04061889648438, -7.891189098358154]
[17.0, 165.76731872558594, 164.78933715820312, 82.12820434570312]
[17.0, 174.03250122070312, 176.00904846191406, 116.70732116699219]
[18.0, 155.43023681640625, 158.9364013671875, 73.92660522460938]
[18.0, 159.96299743652344, 154.7776336669922, 75.5235366821289]
[19.0, 168.9051055908203, 167.04075622558594, 213.90357971191406]
[19.0, 171.19766235351562, 173.3050994873047, 23.998937606811523]
[20.0, 153.6762237548828, 144.6836395263672, 51.53582000732422]
[20.0, 163.31021118164062, 165.97488403320312, 101.85243225097656]
[21.0, 169.93357849121094, 178.24549865722656, 100.4088363647461]
[21.0, 152.4495391845703, 143.94688415527344, 57.306488037109375]
[22.0, 160.673583984375, 160.2079620361328, 204.04519653320312]
[22.0, 172.24856567382812, 175.2984619140625, 35.155059814453125]
[23.0, 161.06253051757812, 163.10264587402344, 70.1418228149414]
[23.0, 149.03501892089844, 149.7324981689453, 87.03868865966797]
[24.0, 164.1068115234375, 170.40293884277344, 83.20529174804688]
[24.0, 167.52508544921875, 174.999267578125, 95.80501556396484]
[25.0, 152.5430450439453, 146.96871948242188, 184.53414916992188]
[25.0, 167.05384826660156, 164.5312957763672, 21.152873992919922]
[26.0, 167.84671020507812, 177.5424041748047, 103.91311645507812]
[26.0, 146.10293579101562, 141.87496948242188, 66.49916076660156]
[27.0, 161.49261474609375, 163.64492797851562, 83.77375793457031]
[27.0, 168.47500610351562, 171.6520538330078, 98.47530364990234]
[28.0, 153.39573669433594, 152.86280822753906, 198.06884765625]
[28.0, 163.13442993164062, 153.8389129638672, 11.365555763244629]
[29.0, 163.6318359375, 169.68861389160156, 91.72852325439453]
[29.0, 166.41058349609375, 169.3146209716797, 183.7786865234375]
[30.0, 148.31695556640625, 149.19769287109375, 17.693466186523438]
[30.0, 165.26243591308594, 167.04449462890625, 88.01106262207031]
