-297.3617248535156,-80.82882690429688,-153.0547332763672,-142.38670349121094
-853.5443115234375,-224.5534210205078,-430.3597412109375,-400.057373046875
-970.8163452148438,-245.7357177734375,-478.68072509765625,-443.53656005859375
-647.8741455078125,-164.28721618652344,-325.7815246582031,-299.80548095703125
-350.23779296875,-91.95431518554688,-185.26312255859375,-171.06959533691406
-197.8822021484375,-42.935089111328125,-88.4700698852539,-86.25480651855469
-128.31861877441406,-23.47211456298828,-48.70206832885742,-52.64511489868164
-10.157585144042969,-0.016122883185744286,-2.3956143856048584,-8.2323579788208
-292.442626953125,-76.93936157226562,-150.3291015625,-141.44589233398438
-845.7367553710938,-217.02651977539062,-424.8528747558594,-399.5397644042969
-965.681640625,-235.45333862304688,-465.2783203125,-438.18804931640625
-640.587646484375,-148.0717010498047,-298.4165344238281,-283.7025146484375
-346.20269775390625,-87.90242004394531,-176.58604431152344,-170.2853546142578
-198.6638641357422,-55.042503356933594,-109.16661834716797,-104.6211929321289
-126.73529052734375,-25.294952392578125,-52.81427001953125,-50.72542190551758
-14.50287914276123,-1.8403162956237793,-2.396641969680786,-5.454473972320557
-296.09930419921875,-77.6829605102539,-151.31700134277344,-144.2488250732422
-857.1024169921875,-221.00071716308594,-430.2143859863281,-411.3744812011719
-980.3383178710938,-242.38491821289062,-474.05572509765625,-454.5943908691406
-646.3134155273438,-146.76515197753906,-297.19647216796875,-284.9501037597656
-340.4291076660156,-74.97996520996094,-166.3431854248047,-157.04962158203125
-191.6990509033203,-47.55607604980469,-111.52655029296875,-104.07015991210938
-117.82505798339844,-26.410228729248047,-63.630821228027344,-66.12369537353516
2.2647745609283447,4.80532693862915,-0.1838412582874298,-13.31200122833252
-287.5288391113281,-68.17609405517578,-143.4217071533203,-142.02334594726562
-830.5965576171875,-197.35708618164062,-415.7140808105469,-414.3312683105469
-945.9098510742188,-221.42791748046875,-477.05865478515625,-483.98760986328125
-626.6010131835938,-144.96209716796875,-326.2349853515625,-339.2332763671875
-337.14166259765625,-85.30636596679688,-191.1073455810547,-200.31723022460938
-187.48544311523438,-52.78923416137695,-117.0100326538086,-126.40431213378906
-116.44342041015625,-26.666053771972656,-69.84323120117188,-83.07626342773438
-8.177947998046875,2.822131395339966,-3.6267812252044678,-12.801547050476074
-282.10772705078125,-64.04410552978516,-143.67845153808594,-150.0598907470703
-819.315673828125,-192.30726623535156,-422.90313720703125,-438.1838073730469
-941.6239624023438,-228.2633514404297,-496.71148681640625,-507.9061279296875
-622.8722534179688,-146.34530639648438,-330.8699645996094,-337.2640380859375
-330.1080322265625,-69.52465057373047,-167.11119079589844,-173.8090057373047
-199.17837524414062,-51.4039192199707,-104.47002410888672,-104.1214370727539
-137.98043823242188,-43.47266387939453,-80.01290893554688,-79.27879333496094
-19.66197395324707,-7.761794567108154,-9.747801780700684,-12.15982723236084
-288.8694152832031,-70.51972198486328,-147.03042602539062,-151.46624755859375
-838.2816162109375,-207.7999725341797,-431.6913757324219,-441.8019104003906
-960.8604125976562,-240.63340759277344,-503.56439208984375,-510.4568176269531
-630.0698852539062,-148.3147735595703,-328.1753234863281,-334.732177734375
-330.2499694824219,-67.36038970947266,-160.45346069335938,-167.9371337890625
-198.57728576660156,-49.11758041381836,-98.42974090576172,-93.50191497802734
-132.08135986328125,-36.478515625,-70.5443115234375,-62.88434600830078
-10.345406532287598,-0.26938170194625854,-1.343834400177002,-2.500239133834839
-289.04888916015625,-72.37738037109375,-147.88685607910156,-148.01388549804688
-831.5576171875,-204.031494140625,-425.5194091796875,-427.4327697753906
-949.3281860351562,-226.02923583984375,-480.85986328125,-486.4580383300781
-637.5867919921875,-151.3031005859375,-318.0189514160156,-318.9424133300781
-346.1100769042969,-88.16226196289062,-178.8576202392578,-168.56114196777344
-190.51783752441406,-44.50692367553711,-101.90483093261719,-97.28512573242188
-128.40809631347656,-27.893434524536133,-65.0986099243164,-70.40711975097656
-28.592424392700195,-18.59006118774414,-23.343463897705078,-19.962284088134766
-295.6737365722656,-78.82634735107422,-155.08563232421875,-151.55421447753906
-847.004150390625,-221.4264678955078,-444.63226318359375,-435.1534118652344
-952.5771484375,-234.7069854736328,-495.2861022949219,-492.20208740234375
-623.7315673828125,-139.27841186523438,-314.3877868652344,-320.6976013183594
-340.8095703125,-78.74102020263672,-169.00869750976562,-168.19158935546875
-193.04757690429688,-47.893009185791016,-99.00826263427734,-94.28240966796875
-113.60652923583984,-18.11076545715332,-52.38810729980469,-55.31327819824219
-5.70655632019043,7.5299177169799805,8.04281234741211,5.385623455047607
-294.09149169921875,-78.038330078125,-152.30445861816406,-146.53958129882812
-845.1168212890625,-219.63006591796875,-436.0472106933594,-418.0157775878906
-952.5316772460938,-229.78868103027344,-480.9580383300781,-462.9090576171875
-625.5569458007812,-130.85275268554688,-295.9027404785156,-286.26080322265625
-347.2823791503906,-73.86286163330078,-152.3880157470703,-137.0859375
-206.49012756347656,-50.166343688964844,-90.4906005859375,-67.99362182617188
-133.09878540039062,-22.803518295288086,-47.90946960449219,-31.633569717407227
-25.606525421142578,3.9474542140960693,14.977017402648926,24.757238388061523
-292.23651123046875,-70.3926773071289,-140.31182861328125,-128.14418029785156
-840.099609375,-194.90943908691406,-396.6703186035156,-366.2646789550781
-966.3101196289062,-223.1756134033203,-453.0190734863281,-421.18548583984375
-656.50634765625,-161.79547119140625,-316.50726318359375,-290.3232116699219
-344.9034118652344,-82.69408416748047,-173.89697265625,-158.38047790527344
-181.84864807128906,-30.132112503051758,-88.63754272460938,-84.18577575683594
-126.57369232177734,-23.85224723815918,-61.537662506103516,-53.20948028564453
-12.79052734375,-5.158631324768066,-15.65185832977295,-9.224285125732422
-288.1160583496094,-64.04499053955078,-137.39517211914062,-126.98124694824219
-835.744140625,-192.3018341064453,-405.3673400878906,-372.6364440917969
-959.3170166015625,-229.2204132080078,-476.8190612792969,-435.7877502441406
-637.631591796875,-153.80760192871094,-324.43609619140625,-297.98443603515625
-339.5861511230469,-78.48738098144531,-170.1240997314453,-160.26263427734375
-196.35389709472656,-46.16049575805664,-93.3216323852539,-88.66470336914062
-129.12718200683594,-30.30380630493164,-65.59651184082031,-63.632991790771484
-11.092137336730957,0.4343623220920563,-13.791401863098145,-16.17608642578125
-290.98651123046875,-68.17698669433594,-144.21461486816406,-131.77865600585938
-833.5969848632812,-191.11058044433594,-410.4812927246094,-378.53009033203125
-941.46142578125,-208.84031677246094,-463.7378845214844,-431.7100830078125
-623.2710571289062,-135.7874755859375,-315.6838684082031,-293.3779602050781
-344.63385009765625,-78.51358032226562,-179.1427459716797,-163.2848358154297
-205.32962036132812,-49.085601806640625,-98.92387390136719,-89.60735321044922
-134.345458984375,-34.45657730102539,-67.07811737060547,-59.277408599853516
-10.598367691040039,-2.7483930587768555,-10.743856430053711,-4.986883163452148
-287.447998046875,-67.1517562866211,-148.5340576171875,-134.52206420898438
-827.3554077148438,-187.48988342285156,-416.83209228515625,-379.26251220703125
-942.9437866210938,-205.07337951660156,-457.00537109375,-419.4844665527344
-631.9940185546875,-137.21730041503906,-301.7508544921875,-280.3409729003906
-350.7523498535156,-85.00464630126953,-179.1092529296875,-169.1641845703125
-207.90255737304688,-53.89948272705078,-107.8774185180664,-104.68795013427734
-135.7450714111328,-34.301536560058594,-67.4137954711914,-67.12306213378906
-20.00439453125,-11.011239051818848,-16.235679626464844,-20.11081886291504
-287.8539733886719,-67.23882293701172,-145.97544860839844,-137.10910034179688
-833.8914184570312,-197.0816192626953,-425.98388671875,-400.6112060546875
-958.703857421875,-226.1178741455078,-486.09185791015625,-457.83880615234375
-639.2536010742188,-140.19149780273438,-305.7403564453125,-289.4347229003906
-338.7896423339844,-61.661521911621094,-147.55006408691406,-144.00367736816406
-196.9578399658203,-39.905460357666016,-96.70062255859375,-94.90943145751953
-124.54889678955078,-20.49125099182129,-60.07698440551758,-56.894351959228516
14.667625427246094,39.04182434082031,37.97197723388672,27.418054580688477
-282.7251892089844,-56.28739929199219,-140.14923095703125,-136.08477783203125
-813.291015625,-151.2757568359375,-387.204833984375,-378.25390625
-921.5812377929688,-151.06153869628906,-411.31494140625,-409.1204528808594
-601.7962036132812,-80.16508483886719,-252.41259765625,-262.755859375
-313.8618469238281,-30.011714935302734,-126.89330291748047,-143.7405242919922
-172.98818969726562,-2.4485208988189697,-50.215633392333984,-72.81871032714844
-106.89083862304688,8.989028930664062,-12.588703155517578,-37.48980712890625
-2.4800162315368652,12.179081916809082,16.774051666259766,-0.04716253653168678
-270.35321044921875,-35.99435043334961,-112.1341552734375,-119.9228286743164
-786.2743530273438,-109.48340606689453,-332.6695861816406,-353.6329040527344
-917.0450439453125,-145.1945037841797,-409.3657531738281,-427.20733642578125
-632.5294189453125,-120.86746978759766,-300.7915344238281,-307.444091796875
-346.3950500488281,-72.52642059326172,-160.8426513671875,-167.2857666015625
-198.40185546875,-49.87469482421875,-100.20254516601562,-104.28250122070312
-138.1246337890625,-51.314369201660156,-92.10692596435547,-86.49722290039062
-22.163349151611328,-23.661479949951172,-25.11349868774414,-15.598129272460938
-277.4480285644531,-51.77339172363281,-132.793212890625,-133.93038940429688
-811.2964477539062,-158.85470581054688,-391.9137268066406,-393.6701354980469
-939.7818603515625,-189.9623260498047,-451.551025390625,-453.29937744140625
